ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,塗布材料
SC0005792,300m,製造,YC-08,32.88,51.5,0.9,120.0,122.1,1020.3,2426,0.01361,89.07,False,A
SC0005793,1000m,製造,YC-08,27.44,50.3,0.9,120.05,122.09,1020.2,552,0.01049,89.04,False,A
SC0005794,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.1,1020.8,552,0.01044,89.07,False,A
SC0005795,1200m,製造,YC-08,27.33,50.3,0.9,120.0,122.03,1020.1,441,0.01018,89.03,True,A
SC0005796,500m,製造,YC-08,28.5,50.6,0.9,120.0,122.01,1020.0,483,0.01038,89.05,False,A
SC0005797,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.02,1020.1,1246,0.01074,89.05,False,A
SC0005798,1500m,製造,YC-08,29.48,50.5,0.9,120.0,122.09,1020.5,830,0.01115,89.05,False,A
SC0005799,500m,製造,YC-08,27.65,50.3,0.9,120.01,122.01,1020.0,497,0.01025,89.03,False,A
SC0005800,1500m,製造,YC-08,28.16,50.5,0.9,120.0,122.01,1020.3,885,0.01114,89.08,False,A
SC0005801,300m,製造,YC-08,29.0,50.9,0.9,120.0,122.03,1020.0,1524,0.01121,89.06,False,A
SC0005802,1200m,製造,YC-08,27.19,50.3,0.9,120.15,122.22,1021.0,968,0.01106,89.13,False,A
SC0005803,500m,製造,YC-08,27.64,50.9,0.9,120.0,122.05,1020.1,1454,0.0113,89.05,False,A
SC0005804,1200m,製造,YC-08,27.1,50.2,0.9,120.0,122.0,1020.0,247,0.01005,89.03,True,A
SC0005805,100m,製造,YC-08,27.74,50.3,0.9,120.0,122.5,1021.2,2079,0.01371,89.08,False,A
SC0005806,1200m,製造,YC-08,27.45,50.2,0.9,120.01,122.02,1020.0,344,0.01027,89.02,False,A
SC0005807,100m,研究所テスト,YC-08,30.31,51.3,0.9,120.37,122.17,1020.2,1541,0.01092,89.04,False,A
SC0005808,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.03,1020.3,691,0.01069,89.05,False,A
SC0005809,1500m,製造,YC-08,27.74,50.3,0.9,120.38,122.53,1022.0,621,0.01099,89.05,False,A
SC0005810,1000m,製造,YC-08,27.59,50.5,0.9,120.36,122.21,1020.6,830,0.01124,89.08,False,A
SC0005811,1500m,製造,YC-08,27.16,50.1,0.9,120.0,122.0,1020.0,288,0.01017,89.03,True,A
SC0005812,1500m,製造,YC-08,30.52,50.8,0.9,120.39,122.79,1022.2,1211,0.01204,89.09,False,A
SC0005813,1500m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.2,275,0.01022,89.03,False,A
SC0005814,1200m,製造,YC-08,27.34,50.2,0.9,120.04,122.01,1020.0,259,0.01039,89.02,False,A
SC0005815,100m,研究所テスト,YC-08,29.19,51.3,0.9,120.06,122.09,1020.2,86,0.01116,89.0,False,A
SC0005816,1000m,製造,YC-08,28.85,50.9,0.9,120.05,122.07,1020.3,1407,0.01209,89.05,False,A
SC0005817,1000m,製造,YC-08,27.44,50.2,0.9,120.05,122.05,1020.2,330,0.01053,89.07,False,A
SC0005818,1200m,製造,YC-08,34.33,51.5,0.9,120.0,122.66,1021.8,2426,0.01216,89.08,False,A
SC0005819,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.0,830,0.01074,89.04,False,A
SC0005820,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.02,1020.0,694,0.01048,89.02,False,A
SC0005821,1200m,製造,YC-08,28.66,50.8,0.9,120.0,122.0,1020.0,1263,0.01088,89.04,False,A
SC0005822,1000m,製造,YC-08,27.25,50.3,0.9,120.12,122.08,1020.3,279,0.01058,89.03,False,A
SC0005823,300m,製造,YC-08,28.82,50.9,0.9,120.09,122.05,1020.2,1385,0.01137,89.04,False,A
SC0005824,1200m,製造,YC-08,28.31,50.6,0.9,120.0,122.24,1020.7,996,0.01138,89.06,False,A
SC0005825,500m,製造,YC-08,27.82,50.3,0.9,120.0,122.24,1020.7,1870,0.01204,89.05,False,A
SC0005826,1200m,製造,YC-08,27.72,50.4,0.9,120.0,122.03,1020.1,691,0.01137,89.03,True,A
SC0005827,100m,研究所テスト,YC-08,28.71,50.8,0.9,120.09,122.03,1020.1,1303,0.01129,89.04,False,A
SC0005828,500m,製造,YC-08,29.46,50.6,0.9,120.04,122.01,1020.1,908,0.01045,89.04,False,A
SC0005829,1000m,製造,YC-08,27.22,50.1,0.9,120.0,122.01,1020.0,164,0.01012,89.02,False,A
SC0005830,1200m,研究所テスト,YC-08,29.04,51.0,0.9,120.05,122.02,1020.1,1558,0.01139,89.06,True,A
SC0005831,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.05,1020.3,1385,0.01151,89.1,False,A
SC0005832,1200m,製造,YC-08,27.46,50.2,0.9,120.2,122.12,1021.4,273,0.01046,89.05,False,A
SC0005833,1200m,製造,YC-08,27.32,50.1,0.9,120.01,122.0,1020.1,102,0.0103,89.03,True,A
SC0005834,1200m,製造,YC-08,27.82,50.4,0.9,120.14,122.27,1020.4,628,0.01056,89.07,False,A
SC0005835,1000m,製造,YC-08,28.06,50.5,0.9,120.05,122.01,1020.1,809,0.01096,89.03,True,A
SC0005836,1200m,製造,YC-08,27.93,50.4,0.9,120.0,122.05,1020.2,705,0.01077,89.04,True,A
SC0005837,500m,製造,YC-08,27.1,50.1,0.9,120.25,122.05,1020.8,170,0.01039,89.05,False,A
SC0005838,500m,製造,YC-08,27.91,50.4,0.9,120.07,122.04,1020.3,691,0.01055,89.05,False,A
SC0005839,500m,製造,YC-08,27.93,50.7,0.9,120.0,122.16,1020.4,1163,0.01127,89.04,False,A
SC0005840,1200m,試作品,YC-08,27.45,50.2,0.9,120.0,122.14,1021.8,344,0.01082,89.08,False,A
SC0005841,100m,研究所テスト,YC-08,27.32,51.0,0.9,120.0,122.06,1020.2,1593,0.01142,89.06,False,A
SC0005842,1000m,製造,YC-08,27.7,50.3,0.9,120.0,122.01,1020.0,535,0.01011,89.02,False,A
SC0005843,1200m,製造,YC-08,29.58,51.1,0.9,120.0,122.0,1020.0,968,0.01135,89.03,False,A
SC0005844,1500m,試作品,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01016,89.04,False,A
SC0005845,1200m,製造,YC-08,27.58,50.3,0.9,120.14,122.09,1020.1,441,0.01044,89.05,False,A
SC0005846,1500m,製造,YC-08,27.73,50.3,0.9,120.05,122.02,1020.2,552,0.01077,89.03,False,A
SC0005847,1200m,製造,YC-08,31.76,51.0,0.9,120.0,122.04,1020.1,1617,0.01192,89.06,False,A
SC0005848,500m,製造,YC-08,28.06,50.3,0.9,120.03,122.02,1020.1,552,0.0106,89.03,False,A
SC0005849,1500m,製造,YC-08,28.82,50.9,0.9,120.05,122.03,1020.2,1385,0.01179,89.13,False,A
SC0005850,500m,製造,YC-08,27.65,50.3,0.9,120.0,122.01,1020.1,486,0.01054,89.03,False,A
SC0005851,1000m,製造,YC-08,28.57,50.3,0.9,120.0,122.01,1020.4,538,0.01086,89.04,False,A
SC0005852,1000m,製造,YC-08,27.27,50.1,0.9,120.14,122.04,1020.2,205,0.01031,89.04,False,A
SC0005853,1200m,製造,YC-08,27.23,50.3,0.9,120.0,122.03,1020.2,413,0.01049,89.05,False,A
SC0005854,1200m,製造,YC-08,28.05,50.2,0.9,120.0,122.21,1020.3,344,0.01038,89.05,False,A
SC0005855,1000m,製造,YC-08,27.08,50.3,0.9,120.0,122.0,1020.0,445,0.01025,89.05,False,A
SC0005856,500m,製造,YC-08,29.29,51.6,0.9,120.05,122.1,1020.2,2217,0.01198,89.08,False,A
SC0005857,500m,製造,YC-08,28.91,50.9,0.9,120.14,122.01,1020.3,1454,0.0126,89.11,False,A
SC0005858,500m,製造,YC-08,29.27,51.1,0.9,120.03,122.02,1020.0,1732,0.0112,89.06,False,A
SC0005859,300m,製造,YC-08,27.73,50.3,0.9,120.09,122.01,1020.5,413,0.01111,89.04,False,A
SC0005860,1200m,試作品,YC-08,27.95,50.4,0.9,120.0,122.03,1020.1,726,0.01079,89.02,True,A
SC0005861,500m,製造,YC-08,28.06,50.7,0.9,120.0,122.22,1020.6,1107,0.01099,89.05,False,A
SC0005862,500m,製造,YC-08,28.32,51.6,0.9,120.0,122.78,1022.0,2079,0.01227,89.07,False,A
SC0005863,1000m,製造,YC-08,,50.3,0.9,120.01,122.01,1020.0,438,0.01013,89.04,False,A
SC0005864,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.15,1020.4,344,0.01052,89.05,False,A
SC0005865,1200m,製造,YC-08,27.2,51.0,0.9,120.09,122.09,1020.3,1662,0.01181,89.08,True,A
SC0005866,500m,製造,YC-08,29.54,51.2,0.9,120.62,122.19,1022.1,1940,0.01327,89.16,False,A
SC0005867,300m,製造,YC-08,27.6,50.3,0.9,120.15,122.03,1020.2,656,0.01052,89.03,False,A
SC0005868,1500m,製造,YC-08,30.28,51.5,0.9,120.0,122.26,1020.8,2426,0.01409,89.07,True,A
SC0005869,1200m,製造,YC-08,30.0,51.4,0.9,120.0,122.07,1020.3,2287,0.01249,89.08,False,A
SC0005870,1200m,製造,YC-08,27.63,50.5,0.9,120.0,122.12,1020.3,830,0.01091,89.03,False,A
SC0005871,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.0,1020.0,344,0.01017,89.07,False,A
SC0005872,1000m,製造,YC-08,27.48,50.2,0.9,120.0,122.03,1020.1,163,0.01018,89.01,False,A
SC0005873,1000m,製造,YC-08,29.73,51.3,0.9,120.0,122.29,1020.6,2079,0.0133,89.07,True,A
SC0005874,1200m,製造,YC-08,29.68,51.3,0.9,120.1,122.09,1020.3,2044,0.01223,89.15,False,A
SC0005875,1200m,製造,YC-08,27.29,50.1,0.9,120.01,122.0,1020.0,219,0.01013,89.01,False,A
SC0005876,500m,製造,YC-08,27.96,50.4,0.9,120.14,122.04,1020.2,691,0.01055,89.03,False,A
SC0005877,1500m,製造,YC-08,28.04,50.6,0.9,120.0,122.51,1021.4,899,0.01152,89.08,False,A
SC0005878,1000m,製造,YC-08,28.56,50.8,0.9,120.37,122.67,1021.7,1003,0.011,89.16,False,A
SC0005879,500m,製造,YC-08,28.13,50.4,0.9,120.2,122.2,1020.5,1137,0.01102,89.04,False,A
SC0005880,1000m,製造,YC-08,28.2,50.6,0.9,120.01,122.01,1020.0,913,0.01082,89.05,False,A
SC0005881,1000m,製造,YC-08,27.83,50.3,0.9,120.19,122.04,1021.0,830,0.0114,89.05,False,A
SC0005882,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.03,1020.1,691,0.01069,89.03,False,A
SC0005883,300m,製造,YC-08,30.3,50.9,0.9,120.0,122.07,1020.2,1385,0.01247,89.07,False,A
SC0005884,1000m,製造,YC-08,28.04,50.5,0.9,120.0,122.05,1020.2,788,0.01117,89.04,False,A
SC0005885,1200m,製造,YC-08,28.28,50.6,0.9,120.3,122.21,1020.6,977,0.01146,89.05,False,A
SC0005886,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.34,1021.0,691,0.01041,89.08,False,A
SC0005887,500m,製造,YC-08,27.91,50.4,0.9,121.63,123.09,1023.6,691,0.01076,89.13,False,A
SC0005888,1500m,製造,YC-08,28.09,50.5,0.9,120.1,122.13,1020.3,830,0.01107,89.05,False,A
SC0005889,500m,製造,YC-08,27.91,50.4,0.9,120.12,122.05,1020.5,691,0.01117,89.05,False,A
SC0005890,1500m,製造,YC-08,27.32,50.2,0.9,120.0,122.01,1020.0,240,0.01012,89.02,False,A
SC0005891,1200m,製造,YC-08,28.49,50.6,0.9,120.0,122.01,1020.0,1038,0.01062,89.03,True,A
SC0005892,1000m,製造,YC-08,27.84,50.4,0.9,120.0,122.06,1020.2,639,0.0107,89.02,False,A
SC0005893,1500m,製造,YC-08,27.9,50.4,0.9,120.01,122.0,1020.0,687,0.01041,89.02,False,A
SC0005894,500m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.0,344,0.01017,89.05,False,A
SC0005895,500m,製造,YC-08,29.36,51.1,0.9,120.09,122.02,1020.2,1799,0.01232,89.05,False,A
SC0005896,500m,製造,YC-08,27.99,,0.9,120.14,122.03,1020.1,830,0.01041,89.06,False,A
SC0005897,500m,製造,YC-08,28.27,50.6,0.9,120.33,122.22,1020.6,968,0.01173,89.06,False,A
SC0005898,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.02,1020.0,413,0.01021,89.05,False,A
SC0005899,300m,製造,YC-08,29.27,51.1,0.9,120.0,122.03,1020.0,1732,0.01206,89.05,False,A
SC0005900,1200m,製造,YC-08,27.39,50.2,0.9,120.0,122.07,1020.7,295,0.01027,89.09,False,A
SC0005901,100m,研究所テスト,YC-08,29.54,51.2,0.9,120.05,122.09,1020.3,1940,0.01308,89.1,True,A
SC0005902,1000m,製造,YC-08,28.28,50.6,0.9,120.0,122.01,1020.0,1027,0.01072,89.04,False,A
SC0005903,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01041,89.04,False,A
SC0005904,1500m,製造,YC-08,27.51,50.3,0.9,120.0,122.02,1020.1,413,0.01033,89.08,False,A
SC0005905,500m,試作品,YC-08,28.47,50.3,0.9,120.0,122.0,1020.0,497,0.01035,89.02,False,A
SC0005906,1200m,製造,YC-08,29.33,50.8,0.9,120.0,122.27,1020.6,1218,0.01121,89.07,False,A
SC0005907,1500m,試作品,YC-08,28.18,50.6,0.9,120.0,122.05,1020.1,1054,0.0108,89.04,False,A
SC0005908,1200m,製造,YC-08,27.55,50.3,0.9,120.09,122.04,1020.1,413,0.01033,89.07,False,A
SC0005909,1500m,製造,YC-08,28.09,50.5,0.9,120.16,122.09,1020.5,830,0.01132,89.08,False,A
SC0005910,300m,製造,YC-08,31.89,51.9,0.9,120.0,122.04,1020.3,1732,0.01172,89.13,False,A
SC0005911,300m,製造,YC-08,27.33,50.4,0.9,120.0,122.03,1020.5,691,0.01172,89.06,False,A
SC0005912,1000m,製造,YC-08,27.46,50.5,0.9,120.05,122.09,1020.4,830,0.01058,89.07,False,A
SC0005913,1000m,製造,YC-08,29.62,50.7,0.9,120.07,122.01,1020.2,1135,0.0118,89.04,False,A
SC0005914,1200m,製造,YC-08,28.09,50.5,0.9,120.14,122.03,1020.2,830,0.01082,89.14,False,A
SC0005915,500m,製造,YC-08,28.06,50.5,0.9,120.0,122.05,1020.4,830,0.01198,89.06,False,A
SC0005916,1200m,製造,YC-08,28.71,50.6,0.9,120.0,122.08,1020.1,932,0.01074,89.06,False,A
SC0005917,1500m,試作品,YC-08,27.27,50.1,0.9,120.09,122.09,1020.2,205,0.01023,89.04,False,A
SC0005918,1200m,製造,YC-08,27.88,50.4,0.9,120.0,122.05,1020.3,691,0.01103,89.05,False,A
SC0005919,500m,製造,YC-08,28.45,50.7,0.9,120.05,122.05,1020.2,1107,0.0111,89.05,False,A
SC0005920,1200m,製造,YC-08,28.85,50.5,0.9,120.0,122.04,1020.2,830,0.01115,89.05,False,A
SC0005921,1200m,製造,YC-08,28.82,50.9,0.9,120.02,122.03,1020.1,1385,0.01165,89.06,False,A
SC0005922,1000m,製造,YC-08,27.79,50.4,0.9,120.09,122.05,1020.1,602,0.01036,89.02,False,A
SC0005923,1000m,製造,YC-08,27.81,50.4,0.9,120.0,122.31,1020.4,613,0.01043,89.05,False,A
SC0005924,1200m,製造,YC-08,28.59,50.5,0.9,120.0,122.01,1020.1,830,0.01082,89.03,False,A
SC0005925,1200m,製造,YC-08,27.51,50.3,0.9,120.12,122.01,1020.1,174,0.01031,89.03,False,A
SC0005926,1000m,製造,YC-08,28.82,,0.9,120.01,122.0,1020.0,1385,0.01179,89.06,False,A
SC0005927,1500m,試作品,YC-08,29.65,51.3,0.9,120.02,122.02,1020.0,2021,0.0112,89.05,True,A
SC0005928,500m,製造,YC-08,27.27,50.1,0.9,120.05,122.04,1020.1,200,0.0102,89.02,False,A
SC0005929,1200m,製造,YC-08,27.91,50.4,0.9,120.03,122.01,1020.1,691,0.0111,89.03,True,A
SC0005930,1200m,試作品,YC-08,27.9,50.3,0.9,120.02,122.01,1020.1,663,0.01086,89.03,False,A
SC0005931,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,344,0.01045,89.03,False,A
SC0005932,1200m,試作品,YC-08,28.22,50.5,0.9,120.0,122.01,1020.0,850,0.01135,89.03,False,A
SC0005933,300m,試作品,YC-08,27.06,50.3,0.9,120.0,122.01,1020.0,524,0.01047,89.04,False,A
SC0005934,1500m,製造,YC-08,30.69,50.7,0.9,120.0,122.24,1020.9,1159,0.01069,89.07,False,A
SC0005935,1000m,製造,YC-08,28.36,50.6,0.9,120.11,122.01,1020.4,1038,0.01082,89.06,False,A
SC0005936,1200m,製造,YC-08,28.44,50.7,0.9,120.0,122.04,1020.5,1093,0.01163,89.04,False,A
SC0005937,300m,製造,YC-08,27.93,51.1,0.9,120.09,122.19,1020.3,1808,0.01179,89.06,False,A
SC0005938,1200m,製造,YC-08,27.22,50.1,0.9,120.34,122.34,1020.9,1107,0.01099,89.08,False,A
SC0005939,500m,製造,YC-08,30.37,50.7,0.9,120.03,122.02,1020.1,1177,0.01117,89.07,False,A
SC0005940,1200m,製造,YC-08,29.02,50.6,0.9,120.0,122.28,1021.5,1038,0.01247,89.07,False,A
SC0005941,1500m,製造,YC-08,29.27,51.1,0.9,120.04,122.03,1020.1,1732,0.01137,89.08,False,A
SC0005942,1000m,製造,YC-08,29.84,51.3,0.9,120.0,122.28,1020.7,2169,0.01236,89.06,True,A
SC0005943,300m,製造,YC-08,29.32,51.1,0.9,120.0,122.03,1020.2,1765,0.01227,89.16,False,A
SC0005944,300m,研究所テスト,YC-08,30.18,51.5,0.9,120.0,122.04,1020.0,2426,0.0124,89.07,False,A
SC0005945,1000m,製造,YC-08,27.55,50.3,0.9,120.0,122.04,1020.1,413,0.01016,89.03,False,A
SC0005946,1000m,製造,YC-08,27.42,50.5,0.9,120.05,122.0,1020.2,812,0.01105,89.04,False,A
SC0005947,500m,製造,YC-08,28.82,50.9,0.9,120.05,122.01,1020.1,1385,0.0111,89.04,False,A
SC0005948,1000m,製造,YC-08,28.27,50.6,0.9,120.05,122.05,1020.1,968,0.01067,89.08,False,A
SC0005949,1500m,製造,YC-08,27.44,50.2,0.9,120.0,122.05,1020.5,765,0.01069,89.09,False,A
SC0005950,300m,製造,YC-08,29.7,51.3,0.9,120.0,122.07,1020.1,2058,0.01265,89.07,False,A
SC0005951,500m,製造,YC-08,27.15,50.5,0.9,120.04,122.01,1020.1,552,0.01077,89.05,False,A
SC0005952,1200m,製造,YC-08,29.7,51.2,0.9,120.29,122.17,1022.2,1940,0.01423,89.08,True,A
SC0005953,1200m,製造,YC-08,27.32,50.2,0.9,120.05,122.01,1020.1,240,0.01014,89.03,True,A
SC0005954,1500m,製造,YC-08,27.84,50.4,0.9,120.01,122.0,1020.0,639,0.01064,89.04,False,A
SC0005955,100m,製造,YC-08,27.46,50.2,0.9,120.0,122.01,1020.2,370,0.01078,89.03,False,A
SC0005956,1000m,製造,YC-08,27.67,50.2,0.9,120.0,122.05,1020.2,247,0.0102,89.02,True,A
SC0005957,300m,製造,YC-08,27.1,50.3,0.9,120.02,122.01,1020.0,483,0.01029,89.03,True,A
SC0005958,500m,製造,YC-08,28.89,50.6,0.9,120.01,122.02,1020.0,989,0.01088,89.05,False,A
SC0005959,500m,製造,YC-08,29.79,50.7,0.9,120.14,122.1,1020.4,1062,0.01148,89.08,False,A
SC0005960,500m,製造,YC-08,29.73,51.3,0.9,120.0,122.04,1020.1,2079,0.01268,89.08,False,A
SC0005961,1200m,製造,YC-08,29.61,50.5,0.9,120.11,122.22,1020.4,830,0.01091,89.05,False,A
SC0005962,500m,試作品,YC-08,27.73,50.3,0.9,120.04,122.01,1020.0,552,0.01027,89.05,False,A
SC0005963,1500m,製造,YC-08,27.53,50.2,0.9,120.0,122.62,1021.0,399,0.0104,89.07,False,A
SC0005964,1200m,製造,YC-08,33.94,51.5,0.9,120.0,122.16,1022.1,2426,0.01577,89.13,True,A
SC0005965,500m,製造,YC-08,29.9,50.7,0.9,120.0,122.2,1020.5,1072,0.01128,89.04,False,A
SC0005966,1200m,製造,YC-08,27.08,50.0,0.9,120.09,122.09,1020.3,66,0.01006,89.04,False,A
SC0005967,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.22,1020.3,552,0.01033,89.05,False,A
SC0005968,1200m,製造,YC-08,28.49,50.7,0.9,120.0,122.02,1020.1,1137,0.01135,89.04,False,A
SC0005969,1000m,製造,YC-08,28.38,50.7,0.9,120.09,122.07,1020.1,1050,0.01177,89.04,False,A
SC0005970,1200m,製造,YC-08,27.65,50.3,0.9,120.01,122.01,1020.0,497,0.01059,89.03,False,A
SC0005971,1200m,製造,YC-08,27.08,50.6,0.9,120.04,122.05,1020.1,1038,0.01124,89.03,True,A
SC0005972,1000m,製造,YC-08,28.05,50.5,0.9,120.0,122.01,1020.0,795,0.01039,89.03,False,A
SC0005973,300m,製造,YC-08,27.36,50.1,0.9,120.15,122.1,1020.6,691,0.01172,89.04,False,A
SC0005974,500m,試作品,YC-08,28.91,50.9,0.9,120.04,122.07,1020.2,1454,0.01216,89.08,False,A
SC0005975,1000m,製造,YC-08,28.53,50.6,0.9,120.08,122.16,1020.4,1038,0.01144,89.07,False,A
SC0005976,1200m,試作品,YC-08,28.3,50.6,0.9,120.04,122.08,1020.2,989,0.01177,89.12,False,A
SC0005977,1500m,製造,YC-08,27.41,50.2,0.9,120.0,122.09,1020.1,309,0.01012,89.04,False,A
SC0005978,1000m,製造,YC-08,27.42,50.3,0.9,120.15,122.03,1021.4,528,0.01058,89.05,False,A
SC0005979,500m,製造,YC-08,28.51,,0.9,120.0,122.02,1020.0,743,0.01059,89.03,False,A
SC0005980,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.22,1020.3,1385,0.01096,89.05,False,A
SC0005981,1200m,製造,YC-08,27.18,50.1,0.9,120.0,122.05,1020.1,136,0.01019,89.03,False,A
SC0005982,1200m,試作品,YC-08,30.18,51.5,0.9,120.0,122.08,1020.2,2426,0.01433,89.07,False,A
SC0005983,500m,試作品,YC-08,27.45,50.2,0.9,120.05,122.02,1020.2,337,0.01044,89.03,False,A
SC0005984,1000m,製造,YC-08,27.22,50.1,0.9,120.05,122.01,1020.1,164,0.01012,89.04,True,A
SC0005985,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.2,413,0.01058,89.02,False,A
SC0005986,30m,研究所テスト,YC-08,29.73,51.3,0.9,120.52,122.41,1021.0,2079,0.01185,89.06,False,A
SC0005987,1200m,製造,YC-08,27.68,50.3,0.9,120.21,122.06,1020.7,516,0.01062,89.05,False,A
SC0005988,1200m,製造,YC-08,29.35,51.1,0.9,120.13,122.18,1020.7,1794,0.0116,89.07,False,A
SC0005989,300m,製造,YC-08,27.57,50.3,0.9,120.0,122.02,1020.2,431,0.01056,89.03,False,A
SC0005990,300m,製造,YC-08,28.97,50.9,0.9,120.59,122.12,1020.7,1504,0.01104,89.06,False,A
SC0005991,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.03,1020.0,1732,0.01086,89.06,False,A
SC0005992,1000m,製造,YC-08,28.49,50.7,0.9,120.0,122.03,1020.1,1137,0.01158,89.03,False,A
SC0005993,1200m,製造,YC-08,27.26,50.2,0.9,120.1,122.2,1020.4,552,0.01077,89.06,False,A
SC0005994,1200m,製造,YC-08,29.54,51.2,0.9,120.47,122.09,1021.4,1940,0.01269,89.27,False,A
SC0005995,300m,製造,YC-08,27.41,50.1,0.9,120.35,122.14,1021.8,170,0.01079,89.07,False,A
SC0005996,1200m,製造,YC-08,27.28,50.7,0.9,120.0,122.3,1021.2,691,0.01096,89.06,False,A
SC0005997,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.1,1385,0.01096,89.04,False,A
SC0005998,1200m,試作品,YC-08,27.29,50.1,0.9,120.0,122.05,1020.1,219,0.01024,89.01,False,A
SC0005999,1500m,製造,YC-08,28.36,50.6,0.9,120.13,122.15,1020.3,1038,0.01052,89.13,False,A
SC0006000,500m,製造,YC-08,27.86,50.4,0.9,120.0,122.03,1020.0,656,0.01039,89.03,True,A
SC0006001,1200m,製造,YC-08,30.18,51.5,0.9,120.0,122.04,1020.8,2426,0.01288,89.13,False,A
SC0006002,1000m,製造,YC-08,27.21,50.1,0.9,120.09,122.01,1020.1,160,0.01018,89.02,False,A
SC0006003,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.03,1020.3,1454,0.01216,89.08,False,A
SC0006004,1200m,製造,YC-08,27.74,50.3,0.9,120.09,122.04,1020.1,561,0.01017,89.04,False,A
SC0006005,1000m,製造,YC-08,27.13,50.3,0.9,120.0,122.0,1020.0,413,0.01045,89.05,False,A
SC0006006,1000m,製造,YC-08,28.83,50.9,0.9,120.0,122.05,1020.3,1393,0.01194,89.04,False,A
SC0006007,1500m,製造,YC-08,31.13,50.9,0.9,120.0,122.16,1020.4,1385,0.01179,89.06,False,A
SC0006008,1200m,製造,YC-08,28.58,50.7,0.9,120.0,122.03,1020.4,1206,0.01132,89.04,False,A
SC0006009,300m,製造,YC-08,27.37,50.1,0.9,120.01,122.01,1020.0,45,0.01008,89.0,False,A
SC0006010,300m,製造,YC-08,28.52,50.7,0.9,120.05,122.05,1020.1,1159,0.01104,89.08,False,A
SC0006011,1200m,製造,YC-08,27.37,50.2,0.9,120.0,122.04,1020.1,330,0.01046,89.03,False,A
SC0006012,500m,製造,YC-08,31.89,51.1,0.9,120.0,122.05,1020.1,1732,0.01223,89.12,False,A
SC0006013,1000m,製造,YC-08,28.11,50.4,0.9,120.0,122.0,1020.0,795,0.01047,89.03,False,A
SC0006014,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.2,1020.7,830,0.01107,89.05,False,A
SC0006015,300m,製造,YC-08,29.0,51.0,0.9,120.29,122.29,1021.1,1260,0.01125,89.08,False,A
SC0006016,500m,製造,YC-08,27.09,50.0,0.9,120.0,122.06,1020.2,66,0.01008,89.06,False,A
SC0006017,1000m,製造,YC-08,31.36,51.0,0.9,120.06,122.06,1020.5,1662,0.01198,89.05,False,A
SC0006018,1500m,製造,YC-08,29.87,51.4,0.9,120.0,122.5,1020.8,2186,0.01217,89.15,True,A
SC0006019,1000m,製造,YC-08,27.22,50.5,0.9,120.05,122.09,1020.2,781,0.01109,89.04,False,A
SC0006020,1000m,製造,YC-08,28.18,50.6,0.9,120.05,122.01,1020.0,899,0.01036,89.02,True,A
SC0006021,1500m,製造,YC-08,28.15,50.5,0.9,120.12,122.12,1020.6,875,0.01087,89.06,True,A
SC0006022,1000m,試作品,YC-08,27.55,50.3,0.9,120.03,122.06,1020.1,413,0.01049,89.04,False,A
SC0006023,1200m,製造,YC-08,30.69,51.4,0.9,120.0,122.02,1020.1,901,0.01163,89.03,False,A
SC0006024,1200m,製造,YC-08,28.36,50.6,0.9,120.14,122.05,1020.5,1038,0.01165,89.06,False,A
SC0006025,1500m,製造,YC-08,28.05,50.5,0.9,120.0,122.03,1020.1,795,0.01063,89.03,False,A
SC0006026,1200m,製造,YC-08,27.25,50.1,0.9,120.17,122.17,1020.5,1038,0.01175,89.05,False,A
SC0006027,1200m,製造,YC-08,27.84,50.4,0.9,120.02,122.05,1020.1,639,0.01064,89.05,True,A
SC0006028,300m,製造,YC-08,27.55,50.3,0.9,120.0,122.0,1020.0,413,0.01025,89.03,False,A
SC0006029,1500m,製造,YC-08,27.36,50.4,0.9,120.42,122.08,1020.5,691,0.01124,89.05,False,A
