ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
SC0007214,1500m,製造,YC-08,28.18,50.6,0.9,120.14,122.09,1020.2,899,0.01116,89.05,False
SC0007215,1200m,製造,YC-08,28.63,50.6,0.9,120.04,122.08,1020.2,996,0.01109,89.07,False
SC0007216,1000m,製造,YC-08,28.6,50.8,0.9,120.21,122.43,1021.9,1220,0.01278,89.06,False
SC0007217,500m,製造,YC-08,27.85,50.3,0.906,120.0,122.01,1020.0,575,0.01046,89.03,False
SC0007218,1500m,製造,YC-08,29.64,50.5,0.9,120.09,122.05,1020.3,830,0.01082,89.04,False
SC0007219,1200m,製造,YC-08,27.43,50.2,0.9,120.0,122.09,1020.4,830,0.01157,89.07,False
SC0007220,1000m,試作品,YC-08,28.44,50.5,0.9,120.02,122.02,1020.0,767,0.01091,89.03,False
SC0007221,500m,製造,YC-08,29.0,50.9,0.9,120.0,122.05,1020.1,1540,0.01091,89.08,False
SC0007222,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.09,1020.2,1038,0.01072,89.13,False
SC0007223,1500m,製造,YC-08,27.13,50.1,0.9,120.0,122.01,1020.3,170,0.01036,89.06,False
SC0007224,1000m,製造,YC-08,29.24,51.1,0.9,120.04,122.04,1020.1,1706,0.01169,89.05,False
SC0007225,1200m,製造,YC-08,28.55,50.7,0.9,120.0,122.01,1020.0,824,0.01105,89.02,False
SC0007226,1000m,製造,YC-08,29.11,50.8,0.9,120.0,122.01,1020.1,1107,0.01209,89.08,False
SC0007227,1200m,製造,YC-08,27.73,50.3,0.9,120.01,122.01,1020.0,552,0.01044,89.03,False
SC0007228,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.08,1020.1,413,0.01025,89.03,False
SC0007229,30m,研究所テスト,YC-08,28.59,50.8,0.9,120.04,122.03,1020.1,1211,0.01204,89.04,False
SC0007230,1500m,試作品,YC-08,27.73,50.3,0.9,120.0,122.13,1020.4,552,0.01055,89.03,False
SC0007231,1500m,製造,YC-08,27.26,50.5,0.9,120.14,122.07,1020.2,830,0.01107,89.07,False
SC0007232,1000m,製造,YC-08,28.57,50.7,0.9,120.0,122.03,1020.1,1199,0.01143,89.04,False
SC0007233,1000m,製造,YC-08,27.63,50.5,0.9,120.02,122.0,1020.0,830,0.01066,89.04,False
SC0007234,1000m,製造,YC-08,27.28,50.4,0.9,120.05,122.05,1020.1,691,0.01048,89.03,False
SC0007235,1200m,製造,YC-08,27.59,50.4,0.9,120.0,122.0,1020.0,644,0.01051,89.04,False
SC0007236,1000m,製造,YC-08,29.66,51.3,0.9,120.18,122.35,1021.4,2025,0.01361,89.07,False
SC0007237,1200m,製造,YC-08,27.63,50.2,0.9,120.0,122.01,1020.2,1293,0.01199,89.09,False
SC0007238,1000m,製造,YC-08,28.6,50.9,0.9,120.09,122.17,1020.6,1385,0.01124,89.06,False
SC0007239,500m,製造,YC-08,28.65,50.5,0.902,120.0,122.01,1020.0,830,0.01049,89.03,False
SC0007240,1200m,製造,YC-08,28.98,50.5,0.9,120.0,122.04,1020.1,830,0.01066,89.03,False
SC0007241,1000m,製造,YC-08,27.5,50.2,0.9,120.0,122.02,1020.0,379,0.01034,89.05,False
SC0007242,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.01,1020.2,552,0.01071,89.08,False
SC0007243,500m,製造,YC-08,27.58,50.3,0.9,120.09,122.09,1020.2,441,0.01031,89.03,False
SC0007244,500m,製造,YC-08,27.84,50.4,0.9,120.05,122.07,1020.1,635,0.01051,89.08,False
SC0007245,1500m,製造,YC-08,29.02,50.9,0.9,120.16,122.31,1021.4,1454,0.01202,89.07,False
SC0007246,1200m,製造,YC-08,27.76,50.4,0.9,120.0,122.05,1020.1,580,0.01058,89.07,False
SC0007247,1500m,製造,YC-08,27.45,50.2,0.9,120.13,122.04,1020.7,344,0.01096,89.03,False
SC0007248,1200m,製造,YC-08,27.87,50.4,0.9,120.0,122.05,1020.2,663,0.01086,89.04,False
SC0007249,1500m,製造,YC-08,27.46,51.0,0.9,120.22,122.09,1020.8,1662,0.01148,89.12,False
SC0007250,1200m,製造,YC-08,28.73,50.8,0.9,120.0,122.16,1020.6,1315,0.0113,89.05,False
SC0007251,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.01,1020.0,552,0.01027,89.03,False
SC0007252,1500m,製造,YC-08,27.49,50.2,0.9,120.05,122.02,1020.1,370,0.01037,89.02,False
SC0007253,1000m,製造,YC-08,27.74,50.3,0.9,120.0,122.03,1020.3,561,0.01067,89.08,False
SC0007254,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.2,1385,0.01206,89.04,True
SC0007255,1200m,製造,YC-08,28.14,50.5,0.9,120.0,122.01,1020.1,868,0.01078,89.06,False
SC0007256,1000m,製造,YC-08,28.09,50.5,0.9,120.11,122.11,1020.4,830,0.0114,89.04,True
SC0007257,1500m,製造,YC-08,27.27,50.1,0.9,120.05,122.03,1020.1,205,0.01016,89.02,True
SC0007258,500m,製造,YC-08,27.58,50.9,0.9,120.05,122.06,1020.3,1454,0.01245,89.06,False
SC0007259,1000m,試作品,YC-08,27.46,50.5,0.9,120.03,122.04,1020.1,830,0.01148,89.04,False
SC0007260,1200m,製造,YC-08,27.91,50.4,0.9,120.01,122.01,1020.0,512,0.01089,89.03,False
SC0007261,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.05,1020.2,2426,0.01337,89.13,False
SC0007262,1200m,試作品,YC-08,27.17,50.1,0.9,120.0,122.01,1020.0,131,0.01007,89.05,False
SC0007263,100m,製造,YC-08,27.4,50.3,0.9,120.0,122.11,1020.4,431,0.01043,89.02,False
SC0007264,500m,製造,YC-08,29.02,51.0,0.9,120.09,122.05,1020.3,1541,0.01382,89.07,True
SC0007265,500m,試作品,YC-08,28.09,50.5,0.9,120.02,122.03,1020.1,830,0.01107,89.05,False
SC0007266,1200m,製造,YC-08,28.33,50.6,0.9,120.09,122.03,1020.1,1015,0.01121,89.07,False
SC0007267,1500m,試作品,YC-08,27.84,50.4,0.9,120.1,122.08,1020.6,641,0.0107,89.09,False
SC0007268,500m,製造,YC-08,28.64,50.8,0.9,120.0,122.33,1020.4,1246,0.01111,89.06,False
SC0007269,1500m,製造,YC-08,28.0,50.5,0.9,120.38,122.19,1020.4,760,0.01083,89.36,False
SC0007270,1200m,製造,YC-08,29.05,50.8,0.9,120.01,122.01,1020.0,830,0.01082,89.04,False
SC0007271,500m,製造,YC-08,27.86,50.4,0.9,120.0,122.0,1020.0,653,0.01052,89.03,False
SC0007272,500m,製造,YC-08,28.93,50.9,0.9,120.09,122.11,1020.5,1471,0.01263,89.04,False
SC0007273,1200m,製造,YC-08,27.07,50.5,0.9,120.17,122.13,1020.6,830,0.01082,89.12,False
SC0007274,1200m,製造,YC-08,27.08,50.1,0.9,120.0,122.09,1020.3,66,0.0101,89.06,False
SC0007275,1500m,製造,YC-08,27.73,50.3,0.9,120.02,122.04,1020.1,552,0.01066,89.04,False
SC0007276,100m,研究所テスト,YC-08,29.89,51.2,0.9,120.13,122.01,1020.6,2079,0.01453,89.07,False
SC0007277,1000m,製造,YC-08,28.85,50.8,0.9,120.18,122.36,1020.9,1372,0.01158,89.06,False
SC0007278,1200m,製造,YC-08,28.23,50.6,0.9,120.0,122.02,1020.2,934,0.01093,89.05,False
SC0007279,1000m,製造,YC-08,30.18,51.5,0.9,121.91,122.95,1027.6,2426,0.01337,90.68,False
SC0007280,300m,製造,YC-08,28.73,50.8,0.9,120.05,122.06,1020.1,1315,0.01065,89.08,False
SC0007281,500m,製造,YC-08,29.14,51.0,0.9,120.23,122.2,1020.6,1628,0.01194,89.05,False
SC0007282,1200m,試作品,YC-08,27.47,50.2,0.9,120.1,122.03,1020.2,288,0.01055,89.07,False
SC0007283,500m,製造,YC-08,28.24,51.3,0.9,120.0,122.35,1020.7,2079,0.01206,89.12,False
SC0007284,1200m,製造,YC-08,27.37,50.6,0.9,120.21,122.42,1021.4,1026,0.01143,89.05,False
SC0007285,1200m,製造,YC-08,28.05,50.5,0.9,120.06,122.01,1020.3,795,0.01063,89.03,False
SC0007286,1500m,製造,YC-08,28.45,50.7,0.9,120.61,122.61,1021.9,1107,0.01154,89.17,False
SC0007287,1500m,製造,YC-08,27.36,50.2,0.9,120.0,122.01,1020.2,275,0.01038,89.03,False
SC0007288,1200m,製造,YC-08,29.54,51.2,0.9,120.0,122.09,1020.2,1940,0.01231,89.11,False
SC0007289,1000m,製造,YC-08,28.27,50.6,0.9,120.17,122.03,1020.6,968,0.01192,89.04,False
SC0007290,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.07,1020.1,691,0.01034,89.05,False
SC0007291,1200m,試作品,YC-08,27.18,50.1,0.9,120.06,122.04,1020.1,136,0.01008,89.04,True
SC0007292,300m,製造,YC-08,27.77,52.1,0.9,120.0,122.17,1020.4,1947,0.01232,89.05,False
SC0007293,1000m,製造,YC-08,27.87,50.4,0.9,120.0,122.21,1020.6,663,0.01066,89.09,False
SC0007294,1200m,製造,YC-08,27.4,50.2,0.9,120.0,122.05,1020.1,301,0.01036,89.02,False
SC0007295,1200m,製造,YC-08,27.76,50.4,0.9,120.0,122.05,1020.1,575,0.01046,89.02,False
SC0007296,1200m,試作品,YC-08,27.29,50.3,0.9,120.0,122.02,1020.0,552,0.01077,89.03,False
SC0007297,1000m,試作品,YC-08,27.32,50.2,0.9,120.0,122.02,1020.1,242,0.01015,89.02,False
SC0007298,1200m,製造,YC-08,27.67,50.3,0.9,120.02,122.02,1020.0,642,0.01051,89.08,False
SC0007299,1000m,製造,YC-08,28.45,50.7,0.9,120.0,122.01,1020.2,1107,0.01231,89.04,False
SC0007300,1200m,製造,YC-08,28.32,50.6,0.9,120.05,122.01,1020.2,1003,0.0111,89.03,True
SC0007301,300m,製造,YC-08,28.67,50.6,0.9,120.0,122.01,1020.2,1680,0.01133,89.1,False
SC0007302,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.05,1020.1,344,0.01048,89.03,False
SC0007303,500m,製造,YC-08,27.88,50.7,0.9,120.0,122.08,1020.1,1107,0.01066,89.09,False
SC0007304,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01034,89.02,False
SC0007305,500m,製造,YC-08,28.02,50.5,0.9,120.02,122.02,1020.0,774,0.01069,89.04,False
SC0007306,1200m,製造,YC-08,29.91,51.4,0.9,120.0,122.39,1020.6,2217,0.01264,89.06,False
SC0007307,1500m,製造,YC-08,29.73,51.3,0.9,120.03,122.01,1020.0,2079,0.01144,89.08,False
SC0007308,1200m,製造,YC-08,28.56,50.3,0.902,120.02,122.02,1020.1,564,0.01066,89.04,False
SC0007309,500m,製造,YC-08,28.45,50.7,0.9,120.09,122.03,1020.2,1107,0.01088,89.06,False
SC0007310,1200m,製造,YC-08,27.33,50.2,0.9,120.0,122.0,1020.0,249,0.01025,89.02,False
SC0007311,1000m,製造,YC-08,27.77,50.3,0.9,120.07,122.01,1020.1,552,0.01088,89.04,False
SC0007312,1500m,製造,YC-08,28.24,50.8,0.9,120.16,122.2,1021.0,1246,0.01136,89.12,False
SC0007313,1200m,製造,YC-08,28.36,50.6,0.9,120.09,122.09,1020.2,1038,0.01175,89.04,True
SC0007314,1200m,製造,YC-08,27.94,50.4,0.9,120.0,122.01,1020.0,717,0.01036,89.02,False
SC0007315,1200m,製造,YC-08,27.82,50.4,0.9,120.0,122.01,1020.0,621,0.01043,89.06,False
SC0007316,500m,製造,YC-08,30.91,50.9,0.9,120.05,122.09,1020.2,1385,0.01165,89.11,False
SC0007317,1200m,製造,YC-08,30.36,51.3,0.9,120.0,122.02,1020.0,1385,0.01192,89.07,False
SC0007318,1000m,製造,YC-08,29.68,51.1,0.9,120.31,122.12,1020.7,948,0.01113,89.06,False
SC0007319,1500m,試作品,YC-08,27.68,50.3,0.9,120.0,122.3,1020.5,517,0.01036,89.06,False
SC0007320,1200m,試作品,YC-08,27.61,50.3,0.9,120.0,122.08,1020.2,547,0.0106,89.04,False
SC0007321,300m,製造,YC-08,27.36,51.1,0.9,120.0,122.13,1020.2,1496,0.01134,89.07,False
SC0007322,1200m,製造,YC-08,28.06,50.5,0.9,120.0,122.03,1020.4,830,0.01066,89.03,False
SC0007323,100m,研究所テスト,YC-08,27.73,51.0,0.9,120.28,122.19,1020.4,1662,0.01181,89.05,False
SC0007324,1000m,製造,YC-08,28.11,50.5,0.9,120.0,122.01,1020.1,847,0.01118,89.03,False
SC0007325,1000m,試作品,YC-08,28.94,50.8,0.9,120.0,122.09,1020.2,1281,0.01178,89.08,False
SC0007326,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.0,122.15,1021.1,2079,0.01247,89.13,False
SC0007327,500m,製造,YC-08,29.27,51.1,0.9,120.04,122.02,1020.1,1732,0.01275,89.05,False
SC0007328,1500m,製造,YC-08,27.22,50.1,0.9,120.0,122.05,1020.1,164,0.01008,89.03,False
SC0007329,1000m,製造,YC-08,28.27,50.6,0.9,120.04,122.03,1020.1,968,0.01096,89.03,False
SC0007330,1500m,製造,YC-08,28.1,50.4,0.9,120.0,122.03,1020.5,691,0.01062,89.1,False
SC0007331,500m,試作品,YC-08,28.02,50.5,0.9,120.0,122.0,1020.1,830,0.01115,89.05,False
SC0007332,100m,研究所テスト,YC-08,28.35,50.9,0.9,120.05,122.09,1020.4,1477,0.0119,89.13,False
SC0007333,1200m,製造,YC-08,28.59,50.7,0.9,120.0,122.06,1020.3,1210,0.01252,89.08,False
SC0007334,1000m,製造,YC-08,27.44,50.3,0.9,120.0,122.0,1020.0,353,0.01018,89.02,False
SC0007335,1500m,製造,YC-08,28.08,51.2,0.9,120.25,122.25,1020.4,1940,0.0125,89.09,False
SC0007336,300m,製造,YC-08,29.34,51.0,0.9,120.05,122.01,1020.2,1551,0.01323,89.06,True
SC0007337,100m,製造,YC-08,29.0,50.9,0.9,120.0,122.62,1020.9,1524,0.01136,89.09,False
SC0007338,1000m,製造,YC-08,28.6,51.0,0.901,120.03,122.0,1020.0,856,0.01093,89.03,False
SC0007339,1500m,製造,YC-08,27.86,50.5,0.9,120.0,122.12,1020.7,830,0.01049,89.08,False
SC0007340,300m,製造,YC-08,28.45,51.5,0.9,120.46,122.05,1021.7,2426,0.01457,89.12,False
SC0007341,1000m,製造,YC-08,27.94,50.4,0.9,120.04,122.01,1020.3,481,0.01156,89.03,False
SC0007342,500m,製造,YC-08,28.04,50.4,0.9,120.03,122.02,1020.0,340,0.01024,89.05,False
SC0007343,1500m,製造,YC-08,28.42,50.7,0.9,120.14,122.03,1021.0,1079,0.01161,89.12,False
SC0007344,1200m,製造,YC-08,28.78,50.7,0.9,120.0,122.01,1020.2,1038,0.01103,89.05,True
SC0007345,1200m,試作品,YC-08,27.65,50.3,0.9,120.0,122.03,1020.0,497,0.01054,89.1,False
SC0007346,1200m,製造,YC-08,29.27,51.1,0.9,120.0,122.05,1020.1,1732,0.01206,89.05,True
SC0007347,1200m,製造,YC-08,28.82,50.9,0.9,120.23,122.23,1021.4,1385,0.01261,89.09,False
SC0007348,1000m,製造,YC-08,28.27,50.6,0.9,120.09,122.09,1020.4,968,0.01135,89.07,False
SC0007349,1200m,製造,YC-08,29.43,50.9,0.9,120.0,122.47,1021.7,1454,0.01144,89.17,False
SC0007350,1500m,製造,YC-08,28.92,50.7,0.9,120.65,122.65,1021.1,1662,0.01148,89.08,False
SC0007351,300m,製造,YC-08,30.18,51.5,0.9,120.05,122.09,1020.4,2426,0.01529,89.06,False
SC0007352,1000m,製造,YC-08,33.17,52.4,0.9,120.37,122.04,1020.8,1343,0.0136,89.07,False
SC0007353,1000m,製造,YC-08,29.27,51.1,0.9,120.0,122.09,1020.2,1732,0.01258,89.06,False
SC0007354,500m,製造,YC-08,27.21,50.8,0.9,120.0,122.05,1020.2,1324,0.01118,89.1,False
SC0007355,1200m,製造,YC-08,28.69,50.6,0.9,120.0,122.02,1020.1,1038,0.01082,89.04,False
SC0007356,100m,研究所テスト,YC-08,32.09,51.0,0.9,120.12,122.14,1020.8,1662,0.01346,89.06,False
SC0007357,1200m,製造,YC-08,27.41,50.6,0.9,120.0,122.55,1020.9,1038,0.01062,89.08,False
SC0007358,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.02,1020.1,1662,0.01297,89.1,False
SC0007359,1000m,製造,YC-08,27.58,50.3,0.9,120.01,122.01,1020.0,379,0.01034,89.02,False
SC0007360,500m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.2,1310,0.01088,89.04,False
SC0007361,1200m,製造,YC-08,27.55,50.3,0.9,120.05,122.02,1020.2,413,0.01049,89.03,False
SC0007362,1000m,製造,YC-08,27.4,50.2,0.9,120.19,122.19,1020.7,306,0.01049,89.04,False
SC0007363,1200m,試作品,YC-08,27.18,50.1,0.9,120.0,122.01,1020.0,136,0.0101,89.03,False
SC0007364,1200m,製造,YC-08,27.18,50.8,0.9,120.0,122.35,1020.8,760,0.01083,89.05,False
SC0007365,500m,製造,YC-08,27.14,50.1,0.9,120.04,122.01,1020.2,101,0.01011,89.03,False
SC0007366,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.03,1020.1,413,0.01033,89.05,False
SC0007367,1200m,試作品,YC-08,27.49,50.2,0.9,120.0,122.0,1020.0,372,0.01041,89.02,False
SC0007368,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.02,1020.1,968,0.01067,89.07,False
SC0007369,500m,製造,YC-08,27.9,50.9,0.9,120.0,122.05,1020.1,1513,0.01195,89.04,False
SC0007370,1200m,製造,YC-08,29.18,51.0,0.9,120.09,122.03,1020.2,1662,0.01346,89.05,True
SC0007371,1200m,製造,YC-08,27.32,50.2,0.9,120.0,122.0,1020.0,240,0.01029,89.02,False
SC0007372,1000m,製造,YC-08,29.0,50.9,0.9,120.05,122.05,1020.1,1524,0.01227,89.05,True
SC0007373,1200m,製造,YC-08,28.17,50.6,0.9,120.0,122.09,1020.2,890,0.0115,89.06,False
SC0007374,1000m,製造,YC-08,28.45,50.7,0.9,120.0,122.02,1020.1,1107,0.01286,89.04,False
SC0007375,1200m,製造,YC-08,30.97,51.7,0.9,120.0,122.12,1020.4,1329,0.01145,89.05,False
SC0007376,1500m,研究所テスト,YC-08,28.93,50.9,0.9,120.0,122.02,1020.1,1471,0.01058,89.04,True
SC0007377,1500m,試作品,YC-08,29.12,51.0,0.9,120.09,122.09,1020.0,1615,0.01064,89.18,True
SC0007378,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.07,1020.1,691,0.01041,89.04,False
SC0007379,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.2,1107,0.01066,89.05,False
SC0007380,1500m,製造,YC-08,29.59,50.9,0.9,120.82,122.08,1023.2,1385,0.01247,89.11,False
SC0007381,1200m,製造,YC-08,27.75,50.4,0.9,120.05,122.05,1020.2,587,0.01076,89.06,False
SC0007382,100m,研究所テスト,YC-08,28.54,50.7,0.9,120.01,122.02,1020.0,1177,0.01117,89.06,False
SC0007383,1000m,製造,YC-08,28.96,50.9,0.9,120.0,122.09,1020.2,1496,0.01178,89.05,False
SC0007384,1000m,試作品,YC-08,28.79,50.8,0.9,120.0,122.01,1020.1,1367,0.01109,89.04,False
SC0007385,1500m,製造,YC-08,28.45,50.7,0.9,120.0,122.13,1020.8,1107,0.0111,89.05,False
SC0007386,1000m,製造,YC-08,28.22,50.6,0.9,120.05,122.03,1020.2,932,0.01185,89.04,False
SC0007387,1000m,製造,YC-08,,51.3,0.9,120.0,122.53,1021.8,2169,0.01473,89.08,False
SC0007388,300m,製造,YC-08,28.43,50.6,0.9,120.0,122.01,1020.0,1891,0.01112,89.06,False
SC0007389,500m,製造,YC-08,28.32,51.6,0.9,120.0,122.05,1020.1,1504,0.01119,89.05,False
SC0007390,500m,製造,YC-08,29.81,50.9,0.9,120.21,122.09,1022.0,1385,0.01261,89.07,False
SC0007391,500m,製造,YC-08,28.45,50.7,0.9,120.1,122.03,1020.2,1107,0.0111,89.04,False
SC0007392,1000m,製造,YC-08,27.53,50.2,0.9,120.0,122.1,1020.1,340,0.01027,89.03,False
SC0007393,1200m,製造,YC-08,30.21,51.2,0.9,120.08,122.12,1020.4,982,0.01137,89.05,False
SC0007394,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.3,1020.5,691,0.01062,89.06,False
SC0007395,1500m,製造,YC-08,28.64,50.8,0.9,120.15,122.06,1020.5,1246,0.01087,89.07,False
SC0007396,1000m,製造,YC-08,28.19,50.5,0.9,120.0,122.02,1020.1,1107,0.01088,89.15,False
SC0007397,1200m,製造,YC-08,28.43,50.4,0.9,120.0,122.03,1020.1,691,0.01069,89.04,False
SC0007398,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.09,1020.2,344,0.01052,89.03,False
SC0007399,1500m,製造,YC-08,30.24,51.1,0.9,120.05,122.09,1020.4,1732,0.01309,89.09,False
SC0007400,300m,製造,YC-08,27.17,51.3,0.9,120.0,122.11,1020.5,2079,0.01309,89.08,False
SC0007401,500m,製造,YC-08,29.35,51.0,0.9,120.0,122.09,1020.3,1640,0.01195,89.04,False
SC0007402,1000m,製造,YC-08,28.32,50.5,0.9,120.06,122.04,1020.1,552,0.01027,89.06,False
SC0007403,1500m,製造,YC-08,28.61,50.8,0.9,120.0,122.15,1020.3,1229,0.01061,89.04,False
SC0007404,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.5,1385,0.01302,89.07,False
SC0007405,1200m,製造,YC-08,28.01,50.5,0.9,120.02,122.01,1020.0,767,0.01046,89.03,False
SC0007406,500m,製造,YC-08,27.73,50.3,0.9,120.0,122.07,1020.1,546,0.01022,89.05,False
SC0007407,500m,製造,YC-08,27.11,50.1,0.9,120.0,122.04,1020.0,80,0.01002,89.02,False
SC0007408,1000m,製造,YC-08,27.66,50.9,0.9,120.0,122.1,1020.6,1385,0.01137,89.05,False
SC0007409,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.0,419,0.01033,89.02,False
SC0007410,1200m,製造,YC-08,28.25,50.6,0.9,120.0,122.05,1020.2,949,0.01094,89.07,False
SC0007411,1000m,製造,YC-08,27.47,50.2,0.9,120.05,122.07,1020.2,358,0.01021,89.03,False
SC0007412,1000m,製造,YC-08,29.07,50.4,0.9,120.03,122.02,1020.1,691,0.01096,89.07,False
SC0007413,100m,製造,YC-08,28.33,50.6,0.9,120.0,122.07,1020.6,1015,0.01171,89.04,False
SC0007414,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,698,0.01034,89.08,False
SC0007415,1500m,試作品,YC-08,29.39,50.5,0.9,120.0,122.04,1020.1,733,0.01066,89.08,False
SC0007416,1000m,製造,YC-08,28.74,50.8,0.9,120.16,122.26,1020.7,1329,0.01119,89.1,False
SC0007417,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.06,1020.2,830,0.01082,89.04,False
SC0007418,1000m,製造,YC-08,28.76,50.7,0.9,120.12,122.23,1020.3,774,0.01062,89.05,True
SC0007419,1200m,製造,YC-08,28.0,,0.9,120.0,122.06,1020.2,760,0.01098,89.03,False
SC0007420,1200m,製造,YC-08,27.33,,0.9,120.0,122.09,1020.2,552,0.0106,89.02,False
SC0007421,1500m,製造,YC-08,28.09,50.5,0.9,120.05,122.02,1020.1,830,0.01082,89.04,False
SC0007422,1000m,製造,YC-08,27.73,50.3,0.9,120.02,122.02,1020.1,552,0.01115,89.03,True
SC0007423,30m,研究所テスト,YC-08,29.11,51.5,0.9,120.0,122.06,1020.5,2410,0.01884,89.13,False
SC0007424,1000m,製造,YC-08,30.05,51.4,0.9,120.17,122.3,1020.5,2328,0.01231,89.08,False
SC0007425,1200m,研究所テスト,YC-08,27.32,50.2,0.9,120.01,122.0,1020.0,240,0.01012,89.02,True
SC0007426,1500m,製造,YC-08,27.92,50.4,0.9,120.01,122.0,1020.1,621,0.01074,89.03,False
SC0007427,1000m,試作品,YC-08,27.49,50.2,0.9,120.08,122.02,1020.3,372,0.01059,89.05,False
SC0007428,1000m,製造,YC-08,27.73,50.3,0.9,120.0,122.08,1020.1,830,0.01041,89.04,False
SC0007429,1500m,製造,YC-08,27.65,50.2,0.9,120.0,122.01,1020.1,344,0.01024,89.02,False
SC0007430,1200m,製造,YC-08,28.58,51.1,0.9,120.0,122.03,1020.2,1732,0.0124,89.07,True
SC0007431,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.08,1020.3,691,0.01089,89.03,False
SC0007432,500m,製造,YC-08,29.7,51.3,0.9,120.0,122.04,1020.5,2058,0.01265,89.06,False
SC0007433,1500m,製造,YC-08,28.68,50.7,0.9,120.25,122.35,1021.2,1079,0.01118,89.13,False
SC0007434,1200m,製造,YC-08,29.73,51.3,0.9,120.0,122.3,1020.7,2079,0.01268,89.08,False
SC0007435,1000m,製造,YC-08,27.82,50.4,0.901,120.0,122.04,1020.1,751,0.01056,89.07,False
SC0007436,1200m,試作品,YC-08,,50.2,0.9,120.05,122.02,1020.3,330,0.01053,89.04,False
SC0007437,1500m,製造,YC-08,27.47,50.2,0.9,120.0,122.13,1020.1,358,0.01014,89.07,False
SC0007438,1500m,試作品,YC-08,27.08,50.6,0.9,120.0,122.05,1020.2,1038,0.01175,89.03,False
SC0007439,1200m,製造,YC-08,28.85,50.9,0.9,120.05,122.09,1020.4,1412,0.01224,89.08,False
SC0007440,1200m,製造,YC-08,28.0,50.5,0.9,120.0,122.01,1020.2,760,0.01106,89.03,False
SC0007441,1000m,製造,YC-08,28.14,50.5,0.9,120.0,122.01,1020.0,864,0.01034,89.04,False
SC0007442,1500m,製造,YC-08,28.45,50.7,0.9,120.0,122.02,1020.2,1107,0.01099,89.07,False
SC0007443,1200m,製造,YC-08,27.55,50.3,0.9,120.05,122.05,1020.1,413,0.01045,89.07,False
SC0007444,1200m,製造,YC-08,28.44,50.7,0.9,120.0,122.01,1020.1,1093,0.01163,89.05,False
SC0007445,1200m,製造,YC-08,27.69,50.4,0.9,120.05,122.09,1020.2,691,0.01096,89.07,False
SC0007446,1200m,製造,YC-08,27.94,50.8,0.9,120.07,122.01,1020.1,1315,0.01144,89.04,True
SC0007447,1200m,製造,YC-08,27.85,50.4,0.9,120.0,122.02,1020.0,649,0.01032,89.06,False
SC0007448,1200m,製造,YC-08,29.36,51.1,0.9,120.18,122.37,1020.9,1796,0.01196,89.05,False
SC0007449,500m,製造,YC-08,27.72,50.3,0.9,120.08,122.08,1020.1,620,0.01055,89.05,False
SC0007450,500m,製造,YC-08,29.65,51.2,0.9,120.03,122.07,1020.2,1210,0.0112,89.09,False
SC0007451,1000m,製造,YC-08,27.86,50.4,0.9,120.05,122.01,1020.1,653,0.01039,89.02,False
SC0007452,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.03,1020.1,691,0.01041,89.04,False
SC0007453,1000m,製造,YC-08,28.67,50.6,0.9,120.0,122.02,1020.0,1163,0.01104,89.03,False
SC0007454,500m,製造,YC-08,28.27,50.5,0.9,120.18,122.14,1020.9,842,0.01092,89.06,False
SC0007455,300m,試作品,YC-08,28.53,50.7,0.9,120.01,122.0,1020.0,1163,0.01081,89.07,False
SC0007456,1000m,製造,YC-08,27.79,50.4,0.9,120.17,122.07,1020.9,597,0.01042,89.05,False
SC0007457,1000m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,691,0.01089,89.04,False
SC0007458,1000m,試作品,YC-08,28.18,50.6,0.9,120.1,122.08,1020.2,1062,0.01105,89.05,False
SC0007459,500m,製造,YC-08,28.74,50.3,0.9,120.0,122.01,1020.1,538,0.01043,89.1,False
