ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,date_col,塗布材料
SC0012669,1000m,製造,YC-08,27.93,50.3,0.9,120.02,122.02,1020.0,483,0.01038,89.04,True,2025-03-23,A
SC0012670,1200m,製造,YC-08,29.03,50.5,0.9,120.05,122.09,1020.2,739,0.01073,89.06,True,2025-03-23,A
SC0012671,1000m,製造,YC-08,29.89,51.3,0.9,121.27,122.06,1021.6,2079,0.0133,89.11,False,2025-03-23,A
SC0012672,1200m,製造,YC-08,27.13,50.1,0.9,120.0,122.04,1020.8,413,0.01029,89.07,False,2025-03-23,A
SC0012673,1500m,製造,YC-08,28.39,50.7,0.9,120.27,122.05,1021.2,1055,0.01115,89.06,False,2025-03-23,A
SC0012674,1000m,製造,YC-08,28.91,50.9,0.9,120.3,122.3,1021.2,1454,0.01231,89.08,False,2025-03-23,A
SC0012675,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.07,1020.1,830,0.01066,89.06,False,2025-03-23,A
SC0012676,1000m,製造,YC-08,27.47,50.4,0.9,120.0,122.01,1020.0,691,0.01048,89.05,False,2025-03-23,A
SC0012677,300m,製造,YC-08,29.73,51.3,0.9,120.41,122.41,1022.0,2079,0.01309,89.1,False,2025-03-23,A
SC0012678,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.0,1127,0.01103,89.09,True,2025-03-23,B
SC0012679,1200m,製造,YC-08,28.62,50.6,0.9,120.0,122.19,1020.3,968,0.01096,89.06,True,2025-03-23,B
SC0012680,1200m,製造,YC-08,28.09,50.5,0.9,120.02,122.0,1020.0,830,0.01074,89.06,False,2025-03-23,A
SC0012681,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.08,1020.4,1038,0.01206,89.04,False,2025-03-23,A
SC0012682,1200m,製造,YC-08,28.45,50.5,0.9,120.0,122.21,1020.6,686,0.01107,89.06,False,2025-03-23,A
SC0012683,1200m,研究所テスト,YC-08,29.99,51.4,0.9,120.05,122.08,1020.3,2278,0.01339,89.06,True,2025-03-23,A
SC0012684,500m,製造,YC-08,27.86,50.3,0.9,120.0,122.02,1020.0,830,0.01091,89.04,False,2025-03-23,A
SC0012685,300m,試作品,YC-08,29.95,51.1,0.9,120.01,122.01,1020.0,2316,0.01092,89.06,False,2025-03-23,A
SC0012686,1000m,製造,YC-08,27.53,50.4,0.9,120.0,122.2,1020.5,830,0.01091,89.04,False,2025-03-23,A
SC0012687,1500m,製造,YC-08,29.53,51.2,0.9,120.0,122.19,1020.5,1928,0.01306,89.06,False,2025-03-23,A
SC0012688,1200m,製造,YC-08,27.44,51.1,0.9,120.21,122.3,1021.1,1857,0.01184,89.1,False,2025-03-23,A
SC0012689,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.05,1020.1,344,0.01024,89.04,False,2025-03-23,A
SC0012690,1000m,製造,YC-08,29.27,51.1,0.9,120.03,122.01,1020.0,1732,0.01086,89.1,True,2025-03-23,B
SC0012691,1500m,製造,YC-08,29.03,50.9,0.9,120.0,122.37,1021.0,1376,0.01137,89.05,False,2025-03-23,A
SC0012692,1200m,製造,YC-08,27.19,50.3,0.9,120.15,122.22,1021.0,968,0.01106,89.13,False,2025-03-23,A
SC0012693,1000m,製造,YC-08,28.05,50.4,0.9,120.0,122.01,1020.0,691,0.01034,89.04,False,2025-03-23,A
SC0012694,500m,製造,YC-08,30.67,50.8,0.9,120.1,122.07,1020.2,1246,0.01148,89.05,False,2025-03-23,A
SC0012695,1000m,製造,YC-08,31.87,50.9,0.9,120.17,122.2,1020.6,1513,0.01195,89.05,False,2025-03-23,A
SC0012696,1200m,製造,YC-08,29.97,50.9,0.9,120.0,122.19,1020.8,1524,0.01076,89.1,True,2025-03-23,B
SC0012697,1200m,製造,YC-08,29.36,51.1,0.9,120.0,122.02,1020.8,1801,0.01357,89.08,False,2025-03-23,A
SC0012698,1200m,製造,YC-08,28.09,50.5,0.9,120.6,122.24,1021.9,830,0.01148,89.05,False,2025-03-23,A
SC0012699,1200m,研究所テスト,YC-08,29.04,51.0,0.9,120.05,122.02,1020.1,1558,0.01139,89.06,True,2025-03-23,A
SC0012700,500m,製造,YC-08,28.15,50.3,0.9,120.04,122.01,1020.1,552,0.01049,89.03,False,2025-03-23,A
SC0012701,100m,製造,YC-08,28.33,50.6,0.9,120.0,122.07,1020.6,1015,0.01171,89.04,False,2025-03-23,B
SC0012702,500m,製造,YC-08,28.73,50.7,0.9,120.11,122.07,1020.2,1142,0.01125,89.07,False,2025-03-23,A
SC0012703,300m,製造,YC-08,30.17,51.0,0.9,120.09,122.09,1020.3,1662,0.01247,89.07,False,2025-03-23,A
SC0012704,1000m,製造,YC-08,27.59,50.8,0.9,120.0,122.09,1020.2,1246,0.01062,89.11,True,2025-03-23,B
SC0012705,1200m,製造,YC-08,29.71,50.5,0.9,120.3,122.3,1020.8,830,0.01115,89.04,False,2025-03-23,A
SC0012706,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.09,1020.3,691,0.01082,89.12,False,2025-03-23,A
SC0012707,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.01,1020.1,968,0.01048,89.12,False,2025-03-23,B
SC0012708,1200m,製造,YC-08,27.73,50.3,0.901,120.0,122.0,1020.0,413,0.01029,89.04,False,2025-03-23,A
SC0012709,1200m,製造,YC-08,27.85,50.6,0.9,120.0,122.02,1020.1,968,0.01106,89.03,False,2025-03-23,A
SC0012710,100m,研究所テスト,YC-08,27.59,51.0,0.9,120.09,122.05,1020.2,1662,0.01214,89.08,False,2025-03-23,A
SC0012711,300m,製造,YC-08,28.64,50.8,0.9,120.02,122.02,1020.1,1246,0.01087,89.03,False,2025-03-23,A
SC0012712,1200m,製造,YC-08,27.45,50.2,0.9,120.05,122.02,1020.1,344,0.01034,89.02,True,2025-03-23,B
SC0012713,1000m,製造,YC-08,27.91,50.4,0.9,120.25,122.05,1020.7,691,0.01082,89.06,False,2025-03-23,A
SC0012714,1200m,製造,YC-08,27.45,50.2,0.9,120.0,122.01,1020.1,344,0.01034,89.03,False,2025-03-23,A
SC0012715,300m,製造,YC-08,27.61,50.3,0.9,120.0,122.0,1020.0,464,0.01014,89.03,True,2025-03-23,A
SC0012716,1000m,製造,YC-08,28.36,50.6,0.9,120.18,122.11,1020.3,1038,0.01082,89.04,False,2025-03-23,A
SC0012717,1000m,製造,YC-08,27.64,50.3,0.906,120.01,122.01,1020.1,140,0.01035,89.02,False,2025-03-23,A
SC0012718,500m,製造,YC-08,28.82,50.9,0.9,120.07,122.04,1020.2,1385,0.01137,89.06,False,2025-03-23,A
SC0012719,500m,製造,YC-08,28.35,50.6,0.9,120.0,122.04,1020.3,1026,0.01183,89.03,False,2025-03-23,A
SC0012720,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.06,1020.2,691,0.01096,89.05,False,2025-03-23,A
SC0012721,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.01,1020.1,691,0.01069,89.04,True,2025-03-23,B
SC0012722,500m,製造,YC-08,28.27,50.6,0.9,120.05,122.05,1020.1,968,0.01058,89.11,True,2025-03-23,B
SC0012723,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.22,1020.7,483,0.01062,89.07,True,2025-03-23,B
SC0012724,1200m,製造,YC-08,27.64,50.3,0.9,120.42,122.28,1020.9,483,0.01091,89.08,True,2025-03-23,B
SC0012725,1000m,製造,YC-08,29.0,50.9,0.9,120.14,122.08,1020.2,1524,0.01227,89.04,False,2025-03-23,A
SC0012726,1200m,製造,YC-08,28.14,50.5,0.9,120.0,122.01,1020.1,868,0.01078,89.06,False,2025-03-23,A
SC0012727,300m,製造,YC-08,27.1,50.3,0.9,120.02,122.01,1020.0,483,0.01029,89.03,True,2025-03-23,A
SC0012728,1500m,製造,YC-08,27.66,50.3,0.9,120.0,122.03,1020.2,504,0.0103,89.03,False,2025-03-23,A
SC0012729,300m,製造,YC-08,27.43,50.2,0.9,120.01,122.0,1020.0,344,0.01007,89.04,True,2025-03-23,A
SC0012730,1000m,製造,YC-08,29.37,50.5,0.9,120.0,122.01,1020.0,734,0.01029,89.03,False,2025-03-23,A
SC0012731,1000m,製造,YC-08,27.81,50.4,0.9,120.01,122.01,1020.0,613,0.01037,89.03,False,2025-03-23,A
SC0012732,1200m,製造,YC-08,28.56,50.3,0.902,120.02,122.02,1020.1,564,0.01066,89.04,False,2025-03-23,A
SC0012733,1500m,製造,YC-08,29.32,51.1,0.9,120.0,122.53,1021.3,1718,0.01153,89.12,False,2025-03-23,A
SC0012734,1500m,製造,YC-08,27.91,50.4,0.9,120.14,122.05,1020.2,691,0.01048,89.08,False,2025-03-23,A
SC0012735,1200m,製造,YC-08,28.19,50.6,0.9,120.3,122.18,1021.8,1246,0.01185,89.09,False,2025-03-23,A
SC0012736,1200m,製造,YC-08,27.91,50.4,0.9,120.16,122.25,1020.5,691,0.01082,89.06,False,2025-03-23,A
SC0012737,100m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.2,830,0.01058,89.05,False,2025-03-23,A
SC0012738,1200m,製造,YC-08,28.24,51.1,0.9,120.2,122.2,1020.6,1732,0.01206,89.08,False,2025-03-23,B
SC0012739,1000m,製造,YC-08,27.11,50.4,0.9,120.09,122.03,1020.3,691,0.01124,89.06,False,2025-03-23,A
SC0012740,500m,製造,YC-08,27.21,50.4,0.912,120.0,122.05,1021.0,580,0.01098,89.11,True,2025-03-23,B
SC0012741,100m,研究所テスト,YC-08,29.89,51.5,0.9,120.0,122.22,1020.6,1454,0.01188,89.06,False,2025-03-23,A
SC0012742,1200m,製造,YC-08,28.11,50.4,0.9,120.29,122.19,1020.6,996,0.01198,89.05,True,2025-03-23,A
SC0012743,1000m,製造,YC-08,28.45,50.6,0.9,120.0,122.01,1020.2,2426,0.01505,89.08,False,2025-03-23,A
SC0012744,500m,試作品,YC-08,28.6,50.6,0.9,120.0,122.01,1020.0,691,0.01096,89.04,False,2025-03-23,A
SC0012745,1200m,製造,YC-08,28.62,50.4,0.9,120.03,122.0,1020.0,691,0.01034,89.07,False,2025-03-23,A
SC0012746,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.17,122.35,1021.0,2426,0.01409,89.08,False,2025-03-23,A
SC0012747,1000m,製造,YC-08,27.46,50.5,0.9,120.0,122.12,1020.3,830,0.01091,89.03,True,2025-03-23,B
SC0012748,1200m,製造,YC-08,28.82,50.9,0.9,120.23,122.23,1021.4,1385,0.01261,89.09,False,2025-03-23,A
SC0012749,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.05,1020.1,830,0.01074,89.05,False,2025-03-23,A
SC0012750,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.03,1020.8,552,0.01132,89.06,True,2025-03-23,B
SC0012751,1000m,製造,YC-08,31.41,51.1,0.9,120.06,122.06,1020.1,1732,0.01189,89.07,False,2025-03-23,A
SC0012752,1500m,製造,YC-08,28.53,50.7,0.9,120.12,122.12,1020.4,1163,0.01242,89.06,False,2025-03-23,A
SC0012753,1000m,製造,YC-08,28.02,50.4,0.9,120.01,122.0,1020.0,691,0.01062,89.07,False,2025-03-23,A
SC0012754,1000m,製造,YC-08,28.42,50.6,0.9,120.17,122.23,1020.6,989,0.01138,89.04,False,2025-03-23,A
SC0012755,1000m,製造,YC-08,28.64,50.8,0.9,120.15,122.27,1020.7,1246,0.01235,89.1,True,2025-03-23,B
SC0012756,1000m,試作品,YC-08,28.46,50.8,0.9,120.0,122.01,1020.0,1262,0.01125,89.03,False,2025-03-23,A
SC0012757,1500m,製造,YC-08,27.55,50.3,0.9,120.02,122.01,1020.0,413,0.01041,89.04,True,2025-03-23,B
SC0012758,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.3,1385,0.01316,89.04,True,2025-03-23,B
SC0012759,1200m,製造,YC-08,28.74,50.8,0.9,120.0,122.04,1020.1,1324,0.01184,89.04,True,2025-03-23,A
SC0012760,1200m,製造,YC-08,27.45,50.6,0.9,120.02,122.03,1020.1,1038,0.01134,89.04,False,2025-03-23,A
SC0012761,1500m,製造,YC-08,27.36,50.2,0.9,120.0,122.05,1020.3,275,0.01038,89.05,False,2025-03-23,A
SC0012762,1000m,製造,YC-08,27.47,50.2,0.9,120.07,122.14,1020.3,571,0.01069,89.03,True,2025-03-23,A
SC0012763,1200m,試作品,YC-08,27.48,50.3,0.9,120.04,122.04,1020.1,483,0.01053,89.03,False,2025-03-23,A
SC0012764,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.02,1020.0,1107,0.01044,89.06,False,2025-03-23,A
SC0012765,300m,製造,YC-08,27.41,50.1,0.9,120.35,122.14,1021.8,170,0.01079,89.07,True,2025-03-23,B
SC0012766,500m,製造,YC-08,27.29,50.2,0.9,120.0,122.04,1020.1,330,0.01016,89.07,False,2025-03-23,A
SC0012767,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.05,1020.1,344,0.01021,89.03,False,2025-03-23,A
SC0012768,500m,試作品,YC-08,28.45,50.7,0.9,120.05,122.01,1020.1,1107,0.01132,89.03,False,2025-03-23,A
SC0012769,1200m,製造,YC-08,27.93,50.3,0.9,120.15,122.24,1021.3,517,0.01108,89.09,False,2025-03-23,B
SC0012770,1500m,製造,YC-08,28.71,50.8,0.9,120.01,122.02,1020.0,1301,0.01077,89.09,False,2025-03-23,A
SC0012771,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.09,1020.2,413,0.01045,89.09,False,2025-03-23,A
SC0012772,1000m,製造,YC-08,28.54,50.3,0.9,120.03,122.03,1020.1,552,0.01066,89.09,False,2025-03-23,A
SC0012773,1200m,試作品,YC-08,28.09,50.5,0.9,120.0,122.02,1020.0,1009,0.01082,89.04,False,2025-03-23,A
SC0012774,1200m,製造,YC-08,27.85,50.4,0.9,120.0,122.05,1020.3,644,0.0107,89.04,False,2025-03-23,A
SC0012775,1500m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.0,1454,0.0113,89.11,False,2025-03-23,A
SC0012776,1200m,製造,YC-08,29.82,51.3,0.9,120.0,122.05,1020.1,1107,0.01088,89.06,False,2025-03-23,A
SC0012777,1200m,製造,YC-08,28.28,50.3,0.9,120.0,122.11,1020.4,552,0.01093,89.05,False,2025-03-23,A
SC0012778,1200m,製造,YC-08,28.38,50.9,0.9,120.05,122.05,1020.2,1385,0.01165,89.09,True,2025-03-23,A
SC0012779,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01049,89.05,False,2025-03-23,A
SC0012780,1200m,製造,YC-08,27.65,50.3,0.9,120.0,122.52,1020.9,497,0.01045,89.08,False,2025-03-23,A
SC0012781,1000m,製造,YC-08,28.54,50.7,0.9,120.11,122.15,1020.5,1177,0.01152,89.04,False,2025-03-23,A
SC0012782,1200m,製造,YC-08,28.32,50.7,0.9,120.0,122.1,1020.6,1107,0.01154,89.07,False,2025-03-23,A
SC0012783,1500m,製造,YC-08,28.82,50.9,0.9,120.05,122.09,1020.2,1385,0.0111,89.04,False,2025-03-23,B
SC0012784,1200m,製造,YC-08,27.92,,0.9,120.0,122.01,1020.1,696,0.01076,89.05,True,2025-03-23,A
SC0012785,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.08,1020.7,691,0.01165,89.06,True,2025-03-23,A
SC0012786,1200m,試作品,YC-08,28.93,50.8,0.9,120.0,122.01,1020.1,1246,0.01235,89.04,True,2025-03-23,A
SC0012787,1200m,製造,YC-08,27.26,50.2,0.9,120.09,122.05,1020.3,309,0.01025,89.05,False,2025-03-23,A
SC0012788,1200m,製造,YC-08,28.06,50.5,0.9,120.0,122.02,1020.3,830,0.01115,89.07,True,2025-03-23,B
SC0012789,1000m,試作品,YC-08,30.3,51.1,0.9,120.05,122.01,1020.1,2086,0.01223,89.07,False,2025-03-23,A
SC0012790,1200m,製造,YC-08,30.22,51.3,0.9,120.0,122.21,1020.9,2079,0.01309,89.07,True,2025-03-23,B
SC0012791,1200m,製造,YC-08,29.54,51.2,0.9,120.21,122.42,1021.6,1940,0.01346,89.08,True,2025-03-23,B
SC0012792,1500m,製造,YC-08,27.91,50.4,0.9,120.19,122.08,1021.0,691,0.01117,89.07,True,2025-03-23,B
SC0012793,1000m,試作品,YC-08,27.62,50.3,0.9,120.0,122.01,1020.0,515,0.01033,89.02,True,2025-03-23,B
SC0012794,1500m,製造,YC-08,29.48,51.0,0.9,120.23,122.33,1021.3,830,0.01124,89.15,False,2025-03-23,A
SC0012795,1000m,製造,YC-08,27.86,50.4,0.9,120.05,122.01,1020.1,653,0.01039,89.02,False,2025-03-23,A
SC0012796,1200m,製造,YC-08,28.21,50.5,0.9,120.21,122.21,1021.4,630,0.01069,89.06,False,2025-03-23,A
SC0012797,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.05,1020.2,1038,0.01113,89.05,False,2025-03-23,A
SC0012798,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.04,1020.1,483,0.01029,89.02,False,2025-03-23,A
SC0012799,1000m,製造,YC-08,27.85,50.3,0.901,120.0,122.0,1020.0,691,0.01041,89.03,False,2025-03-23,A
